ksh_settlement_code,settlement_name,operator_id,network_operator,service_area_id,coverage_scope,usage_location_requirement,source_ids,evidence_status,status,notes
29975,Anarcs,OPUS_TITASZ,OPUS TITÁSZ Áramhálózati Zrt.,OPUS_TITASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-OPUS-TITASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current 2026 M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
20303,Apagy,OPUS_TITASZ,OPUS TITÁSZ Áramhálózati Zrt.,OPUS_TITASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-OPUS-TITASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current 2026 M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
09353,Aranyosapáti,OPUS_TITASZ,OPUS TITÁSZ Áramhálózati Zrt.,OPUS_TITASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-OPUS-TITASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current 2026 M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
27641,Álmosd,OPUS_TITASZ,OPUS TITÁSZ Áramhálózati Zrt.,OPUS_TITASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-OPUS-TITASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current 2026 M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
03319,Ártánd,OPUS_TITASZ,OPUS TITÁSZ Áramhálózati Zrt.,OPUS_TITASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-OPUS-TITASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current 2026 M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
20011,Bagamér,OPUS_TITASZ,OPUS TITÁSZ Áramhálózati Zrt.,OPUS_TITASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-OPUS-TITASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current 2026 M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
24554,Abasár,MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-EMASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current official M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
23241,Adács,MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-EMASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current official M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
09362,Aggtelek,MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-EMASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current official M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
06345,Aldebrő,MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-EMASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current official M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
05847,Harsány,MVM_EMASZ,MVM Émász Áramhálózati Kft.,MVM_EMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-EMASZ-M1-2026;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,OBS,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current official M1 whole-settlement fact joined to immutable official KSH five-digit settlement identifier.
18573,Acsa,ELMU,ELMŰ Hálózati Kft.,ELMU:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-ELMU-M1-CANDIDATE-2025;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current service-area membership derived from approved-package revision lineage; not promoted to direct OBS.
23199,Alsónémedi,ELMU,ELMŰ Hálózati Kft.,ELMU:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-ELMU-M1-CANDIDATE-2025;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current service-area membership derived from approved-package revision lineage; not promoted to direct OBS.
33561,Apaj,ELMU,ELMŰ Hálózati Kft.,ELMU:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-ELMU-M1-CANDIDATE-2025;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current service-area membership derived from approved-package revision lineage; not promoted to direct OBS.
12548,Abaliget,EON_DDASZ,E.ON Dél-dunántúli Áramhálózati Zrt.,EON_DDASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-EON-DDASZ-M1-CANDIDATE-2025;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current service-area membership derived from exact 20241209 package-revision lineage; not promoted to direct OBS.
06080,Ádánd,EON_DDASZ,E.ON Dél-dunántúli Áramhálózati Zrt.,EON_DDASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-EON-DDASZ-M1-CANDIDATE-2025;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current service-area membership derived from exact 20241209 package-revision lineage; not promoted to direct OBS.
08925,Adony,EON_DDASZ,E.ON Dél-dunántúli Áramhálózati Zrt.,EON_DDASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-EON-DDASZ-M1-CANDIDATE-2025;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current service-area membership derived from exact 20241209 package-revision lineage; not promoted to direct OBS.
17376,Aba,EON_EDASZ,E.ON Észak-dunántúli Áramhálózati Zrt.,EON_EDASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-EON-EDASZ-M1-CANDIDATE-2025;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current service-area membership derived from exact 20241209 package-revision lineage; not promoted to direct OBS.
11882,Abda,EON_EDASZ,E.ON Észak-dunántúli Áramhálózati Zrt.,EON_EDASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-EON-EDASZ-M1-CANDIDATE-2025;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current service-area membership derived from exact 20241209 package-revision lineage; not promoted to direct OBS.
04428,Ács,EON_EDASZ,E.ON Észak-dunántúli Áramhálózati Zrt.,EON_EDASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-EON-EDASZ-M1-CANDIDATE-2025;SRC-B10-KSH-HNK-2019-SETTLEMENT-IDS,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Current service-area membership derived from exact 20241209 package-revision lineage; not promoted to direct OBS.
03656,Bátmonostor,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
11961,Bátya,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
08305,Bócsa,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
19327,Borota,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
32823,Bugac,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
33631,Bugacpusztaháza,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
10472,Császártöltés,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
26471,Csátalja,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
16373,Csávoly,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
12344,Csengőd,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
15699,Csikéria,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
12025,Csólyospálos,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
10533,Dávod,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
07524,Drágszél,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
21069,Dunaegyháza,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
12566,Dunafalva,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
07861,Dunapataj,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
11606,Dunaszentbenedek,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
14766,Dunatetétlen,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
07612,Dunavecse,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
04109,Dusnok,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
33589,Érsekhalma,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
03230,Fajsz,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
33598,Felsőlajos,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
02954,Felsőszentiván,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,Official MVM whole-settlement membership joined to current KSH identity through a reproducible KSH-derived locator; DER because the XLSX row was not directly materialized.
